;ID;ENLACE;USUARIO;@CUENTA;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO
0;1066908180175818752;https://twitter.com/johaortizv/status/1066908180175818752;johaortizv;ManuelA69903089;2018-11-26 04:15:07+00:00;0;0;;#FIAVL2016;;Es el Teatro Bolívar, restaurado por el Municipio de Loja para la primera edición del #FIAVL2016, con apoyo económico de todos los ecuatorianos en el Gobierno de la Revolución Ciudadana.
1;909099592813248512;https://twitter.com/FestivalDeLoja/status/909099592813248512;FestivalDeLoja;;2017-09-16 17:00:07+00:00;13;22;@Cultura_Ec;#FIAVL2016 #Ra;;"""Viví el #FIAVL2016, en el cual Loja incorporó toda la ciudad al arte, me pareció una cosa maravillosa."" - #RaúlPérezTorres @Cultura_Ec"
2;906215599931629570;https://twitter.com/FestivalDeLoja/status/906215599931629570;FestivalDeLoja;;2017-09-08 18:00:10+00:00;8;6;@Cultura_Ec;#FIAVL2016;;¿Qué sabes del #FIAVL2016? ¡Prueba tu conocimiento sobre el festival y participa por increíbles premios! https://goo.gl/QU5WH3 @Cultura_Ec
3;904773887321362433;https://twitter.com/Cultura_Zonal7/status/904773887321362433;Cultura_Zonal7;;2017-09-04 18:31:19+00:00;2;3;;#FIAVL2016 #ElArteViveEnLoja;;Prueba tu conocimiento del #FIAVL2016. Realiza esta trivia y participa por increíbles premios: https://goo.gl/QU5WH3 #ElArteViveEnLoja.
4;904754474568347649;https://twitter.com/FestivalDeLoja/status/904754474568347649;FestivalDeLoja;;2017-09-04 17:14:10+00:00;5;4;;#FIAVL2016 #ElArteViveEnLoja;;Prueba tu conocimiento del #FIAVL2016. Realiza esta trivia y participa por increíbles premios: https://goo.gl/QU5WH3 #ElArteViveEnLoja
5;899110749062270978;https://twitter.com/Cultura_Zonal7/status/899110749062270978;Cultura_Zonal7;;2017-08-20 03:28:01+00:00;1;3;@Cultura_Ec;#FIAVL2016;;Ecuador dio cita a 15 grupos internacionales y 29 nacionales en el encuentro cultural más importante #FIAVL2016. @Cultura_Ec
6;899043310861524992;https://twitter.com/FestivalDeLoja/status/899043310861524992;FestivalDeLoja;;2017-08-19 23:00:03+00:00;13;24;@Cultura_Ec;#FIAVL2016 #ElArteViveEnLoja;;Lo mejor del Teatro, Mimo, Clown, Música, Danza y Circo Teatral se presentó en el #FIAVL2016. #ElArteViveEnLoja @Cultura_Ec
7;898922563392466944;https://twitter.com/FestivalDeLoja/status/898922563392466944;FestivalDeLoja;;2017-08-19 15:00:14+00:00;8;19;@Cultura_Ec;#Loja #FIAVL2016;;Los espacios públicos de #Loja se engalanaron con varias experiencias artísticas que captaron la atención del mundo. #FIAVL2016 @Cultura_Ec
8;898200430936821760;https://twitter.com/FestivalDeLoja/status/898200430936821760;FestivalDeLoja;;2017-08-17 15:10:45+00:00;2;4;;#FIAVL2016 #FestivalViveEnLoja;;Más de 31,000 personas se dieron cita para disfrutar de #FIAVL2016. #FestivalViveEnLoja
9;897542383759437825;https://twitter.com/FestivalDeLoja/status/897542383759437825;FestivalDeLoja;;2017-08-15 19:35:54+00:00;9;17;;#Fiavl2016 #Ecuador #ElArteViveEnLoja;;#Fiavl2016, el encuentro cultural más importante del #Ecuador, citó a 15 grupos de teatro internacionales y 29 nacionales. #ElArteViveEnLoja
10;897533404253741056;https://twitter.com/FestivalDeLoja/status/897533404253741056;FestivalDeLoja;;2017-08-15 19:00:13+00:00;6;16;@Cultura_Ec;#FIAVL2016 #ElArteViveEnLoja;;El arte y la cultura se tomaron los espacios públicos de Loja en el #FIAVL2016. #ElArteViveEnLoja @Cultura_Ec
11;895359107586293760;https://twitter.com/FestivalDeLoja/status/895359107586293760;FestivalDeLoja;;2017-08-09 19:00:20+00:00;4;12;@Cultura_Ec;#FIAVL2016 #ArteViveEnLoja;;El corazón de cada lojano y de cada visitante quedó plasmado en el #FIAVL2016. ¡Esta vez no te lo puedes perder! #ArteViveEnLoja @Cultura_Ec
12;895306196847964160;https://twitter.com/FestivalDeLoja/status/895306196847964160;FestivalDeLoja;;2017-08-09 15:30:05+00:00;5;9;@Cultura_Ec;#FIAVL2016 #ArteViveEnLoja;;¿Qué es lo que más te gustó del #FIAVL2016? Coméntanos aquí ↓ #ArteViveEnLoja @Cultura_Ec
13;893969888292634624;https://twitter.com/FestivalDeLoja/status/893969888292634624;FestivalDeLoja;;2017-08-05 23:00:05+00:00;8;10;@Cultura_Ec;#FIAVL2016 #ElArteViveEnLoja;;¿Cuál fue tu obra favorita del #FIAVL2016? #ElArteViveEnLoja @Cultura_Ec
14;892508940612796416;https://twitter.com/FestivalDeLoja/status/892508940612796416;FestivalDeLoja;;2017-08-01 22:14:48+00:00;6;4;@Cultura_Ec;#FIAVL2016;;¿Qué es lo que más te gustó del #FIAVL2016? Cuéntanos... @Cultura_Ec
15;890612000077881345;https://twitter.com/FestivalDeLoja/status/890612000077881345;FestivalDeLoja;;2017-07-27 16:37:02+00:00;14;21;;#FIAVL2016 #ElArteViveEnLoja;;El #FIAVL2016 se convirtió en un elemento importante de activación de las artes escénicas nacionales. #ElArteViveEnLoja
16;865774575908474880;https://twitter.com/Margari17765482/status/865774575908474880;Margari17765482;;2017-05-20 03:41:58+00:00;0;0;;#FIAVL2016;;#FIAVL2016
17;865265558597586944;https://twitter.com/MarceHolguinh/status/865265558597586944;MarceHolguinh;MashiRafael;2017-05-18 17:59:19+00:00;0;13;;#FIAVL2016;;No suelo escribirle presidente, fui parte de #FIAVL2016 considero un gran acierto su decreto. Ecuador y Loja lo merecen. Gracias de corazón.
18;803449896850309120;https://twitter.com/jamillrv/status/803449896850309120;jamillrv;;2016-11-29 04:05:57+00:00;1;3;@MashiRafael;#fiavl2016 #ElArteViveEnLoja;;Orgulloso de la reacción de Loja ante el #fiavl2016 grande mi ciudad, excelentes mis coterráneos! #ElArteViveEnLoja @MashiRafael
19;801389369118572544;https://twitter.com/Nodalcultura/status/801389369118572544;Nodalcultura;;2016-11-23 11:38:09+00:00;21;4;;#FIAVL2016 #Ecuador #Loja #Galeano #Cuba #ElArteViveEnLoja;;Cobertura #FIAVL2016 desde #Ecuador Jornada 3: Galeano se detuvo en #Loja http://www.nodalcultura.am/2016/11/cobertura-nodalcultura-jornada-3-galeano-se-detuvo-en-loja/ #Galeano #Cuba #ElArteViveEnLoja
20;800740309550452736;https://twitter.com/DescubriendoE/status/800740309550452736;DescubriendoE;;2016-11-21 16:39:01+00:00;0;0;@DescubriendoE;#FelizLunes #FIAVL2016 #AlcaldedeLoja;;#FelizLunes de #FIAVL2016 con @DescubriendoE. Lindo encuentro con el #AlcaldedeLoja!! Loja es Arte y Cultura. Aun estas a tiempo de venir!
21;800071949632372736;https://twitter.com/rukuyaya/status/800071949632372736;rukuyaya;;2016-11-19 20:23:12+00:00;0;0;;#textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki #vanessazuniga #rukuyaya;;Sisakuna. #textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki #vanessazuniga #rukuyaya... http://fb.me/5aWwTtL7p
22;800062556165402624;https://twitter.com/vanessalrf1/status/800062556165402624;vanessalrf1;;2016-11-19 19:45:52+00:00;0;0;;#compi #colega #CS #FIAVL2016;;"""Comunicar es ejercer la calidad de ser humano"" Vamos por más #compi #colega #CS #FIAVL2016 https://www.instagram.com/p/BNAQG6PhoCN/"
23;799936935191973888;https://twitter.com/rukuyaya/status/799936935191973888;rukuyaya;;2016-11-19 11:26:42+00:00;0;1;;#textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki;;Sisakuna. #textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki… https://www.instagram.com/p/BM_XECEBjKb/
24;799822153776439296;https://twitter.com/rukuyaya/status/799822153776439296;rukuyaya;;2016-11-19 03:50:36+00:00;1;1;;#textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki;;Sisakuna. #textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki… https://www.instagram.com/p/BM-i3igB4pA/
25;799763587216482304;https://twitter.com/rukuyaya/status/799763587216482304;rukuyaya;;2016-11-18 23:57:52+00:00;0;1;;#textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki;;Sisakuna. #textilesandinos #ElArteViveEnLoja #ArtesVivasLoja #FIAVL2016 #abyayala #amuki… https://www.instagram.com/p/BM-IPDABEyD/
26;799722707969572864;https://twitter.com/adriansalinasv/status/799722707969572864;adriansalinasv;FestivalDeLoja;2016-11-18 21:15:26+00:00;0;0;;#fiavl2016;;Jajaja en que siglo vivirá el CM del #fiavl2016!! 
27;799669476698521600;https://twitter.com/Nodalcultura/status/799669476698521600;Nodalcultura;;2016-11-18 17:43:55+00:00;11;6;;#FIAVL2016 #Ecuador #ElArteViveEnLoja;;Nuestra cobertura exclusiva del #FIAVL2016 desde #Ecuador http://www.nodalcultura.am/2016/11/cobertura-nodalcultura-entrevista-a-patricio-vallejo-aristizabal-director-del-fiavl2016-en-ecuador/ #ElArteViveEnLoja
