;ID;ENLACE;USUARIO;@CUENTA;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO
0;1225877801191997440;https://twitter.com/CulturaZCH/status/1225877801191997440;CulturaZCH;;2020-02-07 20:23:38+00:00;2;3;@utpl;#Zamora #CCEZamoraChinchipe #FIAVL2019;;#Zamora Este viernes la directora de la #CCEZamoraChinchipe, junto a gestores culturales, mantuvieron una reunión con representantes del Observatorio Cultural de la @utpl, con la finalidad de conocer datos recopilados del Festival Internacional de Artes Vivas #FIAVL2019. 
1;1224520004923576323;https://twitter.com/3treintay3/status/1224520004923576323;3treintay3;;2020-02-04 02:28:14+00:00;2;1;@yahuarsonicosmu;#fotografia #conciertos #eventos #m #reggae #ecuador #loja #envivo #live #piano #bater #guitarra #brass #FIAVL2019 #MIMEJORMOMENTOFIAV2019;;M U É V E T E . . Ellos son los @yahuarsonicosmu en vivo #333 #fotografia #conciertos #eventos #música #reggae #ecuador #loja #envivo #live #piano #batería #guitarra #brass #FIAVL2019 #MIMEJORMOMENTOFIAV2019… https://www.instagram.com/p/B8IM1Cfg6jY/?igshid=1jxy34g6o172s
2;1220365366158942209;https://twitter.com/HeroPlatinumEnd/status/1220365366158942209;HeroPlatinumEnd;;2020-01-23 15:19:11+00:00;1;2;@TeatroBenjaminC;#FIAVL2019 #ElTeatroBenjam;;Que genial que ya esté reactivado el @TeatroBenjaminC. Este año tuve la oportunidad de estar en la #FIAVL2019 y disfrutar de la obra española “Amazonas”, ojalá este año igual pueda pasarme por Loja #ElTeatroBenjamínCarriónTeEspera
3;1219438649630248960;https://twitter.com/utpl/status/1219438649630248960;utpl;;2020-01-21 01:56:44+00:00;8;18;@FestivalDeLoja @Cultura_Ec;#SmartLand #FIAVL2019 #ObservatoriosUTPL;; Iniciativa #SmartLand contribuye al plan de acción interinstitucional de mejora del @FestivalDeLoja como política cultural territorial a través de evaluación cuantitativa del #FIAVL2019 realizada por #ObservatoriosUTPL en convenio con @Cultura_Ec. http://noticias.utpl.edu.ec/utpl-genera-informacion-del-festival-de-artes-vivas-2019
4;1217634285227855872;https://twitter.com/catimier/status/1217634285227855872;catimier;ObservacomU;2020-01-16 02:26:50+00:00;3;5;@utpl;#FIAVL2019;;Hoy compartimos resultados del trabajo de investigadores de comunicación en torno al #FIAVL2019 como parte del trabajo realizado por cuatro observatorios de la @utpl
5;1217585885342060552;https://twitter.com/Cultura_Zonal7/status/1217585885342060552;Cultura_Zonal7;;2020-01-15 23:14:31+00:00;2;3;@utpl @Cultura_Ec;#FIAVL2019;;Observatorios de la @utpl: Cultura, Turísmo, Territorio y Comunicación expusieron resultados del #FIAVL2019 a gestores culturales y funcionarios de instituciones públicas y privadas. @Cultura_Ec
6;1217564916204408835;https://twitter.com/ObservacomU/status/1217564916204408835;ObservacomU;;2020-01-15 21:51:11+00:00;4;2;@utpl;#FIAVL2019;;Cuatro Observatorios de la @utpl: Cultura, Turístico, de Territorio y Comunicación exponen resultados del #FIAVL2019 a funcionarios de instituciones públicas y gestores culturales. 
7;1217456787932078081;https://twitter.com/LoretoIsa/status/1217456787932078081;LoretoIsa;;2020-01-15 14:41:32+00:00;0;0;@Nodalcultura;#FIAVL2019 #SmartLand;;Presentación de los indicadores culturales del #FIAVL2019, producto de la evaluación realizada por los Observatorios Regional, Turístico, de Comunicación y Cultural de nuestra iniciativa #SmartLand. Informe FIAVL http://www.nodalcultura.am/2020/01/informe-fiavl/ vía @NodalCultura
8;1217286911913578501;https://twitter.com/FransObaco/status/1217286911913578501;FransObaco;CapturLojaofic1;2020-01-15 03:26:30+00:00;3;7;@juanfervelasco @Cultura_Zonal7 @patoedg @HMunetonZ @Captur_Azuay @FestivalDeLoja;#FIAVL2019;;"Medios informan escasa presencia de turistas en #FIAVL2019, lo anunciado por el sector turístico privado, ""se venía venir"". Mayor involucramiento del sector privado y gremios. @juanfervelasco @Cultura_Zonal7 @patoedg @HMunetonZ @Captur_Azuay @luisdiazorg @FestivalDeLoja"
9;1217152758538739713;https://twitter.com/Cultura_Ec/status/1217152758538739713;Cultura_Ec;;2020-01-14 18:33:25+00:00;12;14;@utpl @juanfervelasco;#RuedaDePrensa #SmartLand #FIAVL2019;;En la #RuedaDePrensa, el coordinador de #SmartLand de la @utpl, Baltazar Calvas, realiza la entrega de los resultados sobre el #FIAVL2019 al Ministro @juanfervelasco.
10;1217141135577174027;https://twitter.com/Cultura_Ec/status/1217141135577174027;Cultura_Ec;;2020-01-14 17:47:14+00:00;11;13;@FestivalDeLoja @juanfervelasco @Cultura_Ec;#FIAVL2019;;El año pasado se creo el Observatorio Cultural de Loja que nos ayudará con información para mejorar el enfoque de la política pública y el diseño del @FestivalDeLoja en su quinta edición, sostiene @juanfervelasco, ministro de @Cultura_Ec. #FIAVL2019 
11;1217138660879097856;https://twitter.com/Cultura_Ec/status/1217138660879097856;Cultura_Ec;;2020-01-14 17:37:24+00:00;11;11;@FestivalDeLoja @juanfervelasco;#Loja #FIAVL2019;;Nos sumamos a trabajar por el amor a #Loja en este desafío con un alto nivel de responsabilidad como es el @FestivalDeLoja, destaca @juanfervelasco en la presentación de resultados sobre el desarrollo del #FIAVL2019. 
12;1217137032406949891;https://twitter.com/Cultura_Ec/status/1217137032406949891;Cultura_Ec;;2020-01-14 17:30:56+00:00;16;23;@juanfervelasco;#FIAVL2019 #RuedaDePrensa;;La percepción que tenemos todos es que el #FIAVL2019 fue un gran festival y eso responde al compromiso de todos. Agradezco al Prefecto Rafael Dávila y al Alcalde Jorge Bailón por sus palabras, indica el Ministro @juanfervelasco en #RuedaDePrensa.
13;1217134700915052544;https://twitter.com/Cultura_Ec/status/1217134700915052544;Cultura_Ec;;2020-01-14 17:21:40+00:00;6;8;@MunicipioDeLoja;#FIAVL2019;;Jorge Bailón, alcalde de @MunicipioDeLoja, señala que los resultados del #FIAVL2019 son positivos y en este sentido propone diseñar una sola programación que superen la atmósfera In y Off. 
14;1217132929769529348;https://twitter.com/Cultura_Ec/status/1217132929769529348;Cultura_Ec;;2020-01-14 17:14:38+00:00;11;10;@FestivalDeLoja;#FIAVL2019;;En el 2019 se registró que por cada 10 asistentes al #FIAVL2019, 7 fueron residentes y 3 turistas. Por cada 10 turistas, 9 ecuatorianos y 1 extranjero. El motivo del viaje en un 68% fue el @FestivalDeLoja, menciona Carlinha Marcelino, coordinadora del Observatorio Cultural.
15;1217132103038533632;https://twitter.com/Cultura_Ec/status/1217132103038533632;Cultura_Ec;;2020-01-14 17:11:21+00:00;10;9;;#FIAVL2019 #RuedaDePrensa;;El #FIAVL2019 tuvo 37 ofertas de capacitaciones con 480 horas de formación y en total se presentaron 178 elencos artísticos en las dos atmósferas IN y OFF, señala Carlinha Marcelino en #RuedaDePrensa.
16;1217131771495636994;https://twitter.com/MunicipioDeLoja/status/1217131771495636994;MunicipioDeLoja;;2020-01-14 17:10:02+00:00;9;14;@utpl;#OFF #FIAVL2019;;Los conciertos y las danzas fueron preferidos por el público dentro del componente #OFF del #FIAVL2019, así lo determinan los resultados del Observatorio Smart Land de la @utpl. De cada 10 personas que asistieron al Festival 9 fueron ecuatorianos y 1 extranjero.
17;1217131730626383872;https://twitter.com/Cultura_Ec/status/1217131730626383872;Cultura_Ec;;2020-01-14 17:09:52+00:00;0;2;;#FIAVL2019;;El objeto de estudio se realizó con la encuesta a 1.899 capacitadores, alumnos de capacitación, productores, artistas y público asistente al #FIAVL2019, indica Carlinha Marcelino. 
18;1217115066149089280;https://twitter.com/MinturZonal7/status/1217115066149089280;MinturZonal7;;2020-01-14 16:03:39+00:00;0;3;@TurismoEc;#FIAVL2019;;La coordinación 7 de @TurismoEc interviene en el análisis de datos estadísticos referentes a cifras turísticas del #FIAVL2019. 
19;1217107550304395266;https://twitter.com/MinturZonal7/status/1217107550304395266;MinturZonal7;;2020-01-14 15:33:47+00:00;5;10;@FestivalDeLoja @utpl;#FIAVL2019;;Inicia la presentación de resultados estadísticos del @FestivalDeLoja #FIAVL2019, a través del observatorio de la @UTPL.
20;1217107235484196865;https://twitter.com/utpl/status/1217107235484196865;utpl;;2020-01-14 15:32:32+00:00;16;43;@Cultura_Ec @juanfervelasco;#UTPL #FIAVL2019 #SmartLand;;Ministro de @Cultura_Ec, @juanfervelasco, visita #UTPL con motivo de la la presentación de los indicadores culturales del #FIAVL2019, producto de la evaluación realizada por los Observatorios Regional, Turístico, de Comunicación y Cultural de nuestra iniciativa #SmartLand.
21;1216932953705463809;https://twitter.com/Cultura_Ec/status/1216932953705463809;Cultura_Ec;;2020-01-14 04:00:00+00:00;7;6;@Cultura_Ec;#RuedaDePrensa #FIAVL2019;;#RuedaDePrensa | El Ministerio de @Cultura_Ec y el Observatorio Cultural de Loja invitan a la presentación de los resultados alcanzados en el #FIAVL2019 y las proyecciones para la quinta edición en el 2020. Martes, 14 de enero de 2020 11h00 Hotel Sonesta ¡No faltes! 
22;1216893406833709056;https://twitter.com/festivaloffloja/status/1216893406833709056;festivaloffloja;;2020-01-14 01:22:51+00:00;3;7;;#FIAVL2019 #offloja2019 #lojaparaelmundo;;#FIAVL2019 Te invitamos a ver nuestros indicadores generales del IV Festival OFF 2019 en nuestro Facebook oficial. Gracias por ser parte del mismo! se vienen grandes cosas para el LOJA OFF 2020. #offloja2019 #lojaparaelmundo
