;ID;ENLACE;USUARIO;@CUENTA;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO
0;1224520004923576323;https://twitter.com/3treintay3/status/1224520004923576323;3treintay3;;2020-02-04 02:28:14+00:00;2;1;@yahuarsonicosmu;#fotografia #conciertos #eventos #m #reggae #ecuador #loja #envivo #live #piano #bater #guitarra #brass #FIAVL2019 #MIMEJORMOMENTOFIAV2019;;M U É V E T E . . Ellos son los @yahuarsonicosmu en vivo #333 #fotografia #conciertos #eventos #música #reggae #ecuador #loja #envivo #live #piano #batería #guitarra #brass #FIAVL2019 #MIMEJORMOMENTOFIAV2019… https://www.instagram.com/p/B8IM1Cfg6jY/?igshid=1jxy34g6o172s
1;1198716159798976512;https://twitter.com/editoa/status/1198716159798976512;editoa;;2019-11-24 21:32:58+00:00;0;0;;#MiMejorMomentoFIAV2019;;Fiav 2019 #MiMejorMomentoFIAV2019 https://www.instagram.com/p/B5Q22q9AyWu/?igshid=15wrxeti00g7
2;1198350448417234948;https://twitter.com/fmvc77/status/1198350448417234948;fmvc77;;2019-11-23 21:19:45+00:00;0;0;@MinturZonal7;#MiMejorMomentoFIAV2019;;@MinturZonal7 #MiMejorMomentoFIAV2019 
3;1197501606079713282;https://twitter.com/3treintay3/status/1197501606079713282;3treintay3;;2019-11-21 13:06:46+00:00;0;1;;#MIMEJORMOMENTOFIAV2019;;Loja para el mundo #MIMEJORMOMENTOFIAV2019 https://www.instagram.com/p/B5INlUwAJjO/?igshid=qz4ybdcl9ajc
4;1197127730166468609;https://twitter.com/MaricelaTorrest/status/1197127730166468609;MaricelaTorrest;;2019-11-20 12:21:07+00:00;6;6;;#FIAVL2019 #VisitaLoja #ElArteViveEnLoja #MiMejorMomentoFIAV2019 #MasTuyoQueNunca;;Rostros en el #FIAVL2019 No pueden perdérselo. Quedan aún cinco días #VisitaLoja #ElArteViveEnLoja #MiMejorMomentoFIAV2019 #MasTuyoQueNunca
